index,ID,fraud_flag
413,41775,0
414,49119,0
415,71492,0
416,88350,0
417,56945,0
418,52024,0
419,112770,0
420,5358,0
421,115529,0
422,68519,0
423,39732,0
424,84242,0
425,88205,0
426,5036,0
427,105371,0
428,63381,0
429,69945,0
430,62465,0
431,94657,0
432,111748,0
433,90004,0
434,70555,0
435,3394,0
436,86314,0
437,74781,0
438,43402,0
439,53772,0
440,101648,0
441,91086,0
442,104480,0
443,19971,0
444,12258,0
445,48608,0
446,115895,0
447,43207,0
448,96134,0
449,14335,0
450,20221,0
451,54871,0
452,21422,0
453,41943,1
454,47266,0
455,57422,0
456,79159,0
457,103039,0
458,9000,0
459,110972,0
460,34116,0
461,34791,0
462,54151,0
463,19953,1
464,75907,0
465,69926,0
466,86430,0
467,94791,0
468,69085,0
469,70688,0
470,56711,0
471,67824,0
472,104926,0
473,98765,0
474,114837,0
475,83583,0
476,1650,0
477,73659,0
478,23463,0
479,111318,0
480,82482,0
481,51735,0
482,28091,0
483,50223,0
484,71992,0
485,103806,0
486,92463,0
487,20677,0
488,38785,0
489,114944,0
490,91145,0
491,13616,0
492,66162,0
493,95727,0
494,98399,0
495,66788,0
496,64323,0
497,16765,0
498,101698,0
499,115562,0
500,66090,0
501,93738,0
502,59376,0
503,16428,0
504,89008,0
505,110557,0
506,55415,0
507,28512,0
508,18844,0
509,32024,0
510,3145,0
511,93958,0
512,94345,0
513,98090,0
514,56463,0
515,54366,0
516,73761,0
517,48249,0
518,82797,0
519,28483,0
520,69822,0
521,25581,0
522,64500,0
523,83429,0
524,53261,0
525,31177,0
526,35923,0
527,112239,0
528,73775,0
529,45307,0
530,80428,0
531,41008,0
532,14776,0
533,105971,0
534,59722,0
535,19617,0
536,42586,0
537,53905,0
538,90308,0
539,87311,0
540,61583,0
541,44435,0
542,3548,0
543,46812,0
544,10296,0
545,31645,0
546,15383,0
547,2961,0
548,41520,0
549,81860,0
550,36148,0
551,101654,0
552,100418,0
553,83310,0
554,71110,0
555,103173,0
556,111155,0
557,96807,0
558,88253,0
559,60742,0
560,71963,0
561,85730,0
562,94594,0
563,90903,0
564,704,0
565,98480,0
566,40296,0
567,43503,0
568,68186,0
569,55214,0
570,92966,0
571,29057,0
572,49022,0
573,58470,0
574,16727,0
575,33879,0
576,79755,0
577,53410,0
578,31024,0
579,36314,0
580,71851,0
581,20017,0
582,57720,0
583,15911,0
584,79205,0
585,102271,0
586,92634,0
587,99241,0
588,64149,0
589,47123,0
590,103055,0
591,65529,0
592,72251,0
593,92560,0
594,77251,0
595,3174,0
596,27535,0
597,95062,0
598,97248,0
599,62987,0
600,24347,0
601,111753,0
602,52490,0
603,57498,0
604,90412,0
605,54525,0
606,62262,0
607,24286,0
608,77559,0
609,38702,0
610,51668,0
611,84208,0
612,40371,0
613,42978,0
614,14146,0
615,99462,0
616,58866,0
617,24205,0
618,12497,0
619,51512,0
620,30278,0
621,81205,0
622,87431,0
623,4840,0
624,49991,0
625,12500,0
626,72049,0
627,112324,0
628,77028,0
629,78941,0
630,41513,0
631,26816,0
632,111949,0
633,17178,0
634,98112,0
635,93775,0
636,73767,0
637,18373,0
638,81328,0
639,93656,0
640,65737,0
641,113097,0
642,18180,0
643,69981,0
644,1378,0
645,86310,0
646,97787,0
647,43715,0
648,34298,0
649,47189,0
650,21111,0
651,42312,0
652,101717,0
653,73503,0
654,22570,0
655,108677,0
656,85396,0
657,82462,0
658,20203,0
659,15887,0
660,44230,0
661,102195,0
662,27107,0
663,97295,0
664,32910,0
665,37144,0
666,63573,0
667,57657,0
668,90401,0
669,75823,0
670,115264,0
671,29888,0
672,56612,0
673,105,0
674,40994,0
675,40945,0
676,71502,0
677,79509,0
678,19238,0
679,110573,0
680,53487,0
681,103190,0
682,93384,0
683,6590,0
684,63585,0
685,101484,0
686,113962,0
687,55952,0
688,36617,0
689,93552,0
690,93170,0
691,55598,0
692,83808,0
693,84834,0
694,15415,0
695,106927,0
696,68299,0
697,74290,0
698,16504,0
699,83920,0
700,10580,0
701,30770,0
702,104388,0
703,60340,0
704,114168,0
705,112266,0
706,82234,0
707,112810,0
708,32026,0
709,64299,0
710,44852,0
711,88938,0
712,7399,0
713,5386,0
714,7030,0
715,39399,0
716,82492,0
717,90175,0
718,95676,0
719,37700,0
720,7169,0
721,16079,0
722,5131,0
723,37052,0
724,82147,0
725,23720,0
726,46674,0
727,3972,0
728,91798,0
729,36917,0
730,60215,0
731,74244,0
732,27853,0
733,45124,0
734,92717,0
735,64014,0
736,77986,0
737,54162,0
738,46113,0
739,67928,0
740,19906,0
741,87252,0
742,11661,0
743,79113,0
744,84026,0
745,37838,0
746,78583,0
747,88572,0
748,58051,0
749,49001,0
750,16934,0
751,82714,0
752,777,0
753,47371,0
754,26310,0
755,67167,0
756,31550,0
757,27998,0
758,93193,0
759,82540,0
760,95350,0
761,8507,0
762,82517,0
763,23970,0
764,47731,0
765,70511,0
766,85513,0
767,63322,0
768,112941,0
769,100687,0
770,67858,0
771,55996,0
772,81560,0
773,101119,0
774,112759,0
775,15604,0
776,99546,0
777,66689,0
778,54077,0
779,84800,0
780,97203,0
781,49319,0
782,43346,0
783,17827,0
784,46824,0
785,24405,0
786,62018,0
787,3232,1
788,106026,0
789,16792,0
790,43598,0
791,88127,0
792,93355,0
793,89160,0
794,52182,0
795,113039,0
796,93092,0
797,1388,0
798,74470,0
799,73905,0
800,44080,0
801,113181,0
802,11626,0
803,51155,0
804,81291,0
805,109971,0
806,110919,0
807,2917,0
808,93214,0
809,47373,0
810,15474,0
811,25380,0
812,16461,0
813,105788,0
814,107749,0
815,80133,0
816,23825,0
817,110083,0
818,51036,0
819,14995,0
820,88630,0
821,91683,0
822,81968,0
823,65076,0
824,95236,0
825,39209,0
826,7274,0
827,1700,0
828,18422,0
829,75945,0
830,85259,0
831,46298,0
832,33846,0
833,9732,0
834,11431,0
835,67764,0
836,7827,0
837,7584,0
838,35466,0
839,217,1
840,47791,0
841,79646,0
842,85565,0
843,47939,0
844,75633,0
845,25996,0
846,108303,0
847,43627,0
848,57058,0
849,87182,0
850,32707,0
851,61705,0
852,27402,0
853,102468,0
854,21701,0
855,47574,0
856,106678,0
857,98397,0
858,111879,0
859,50208,0
860,52208,0
861,57024,0
862,19413,0
863,40152,0
864,113234,0
865,100414,0
866,60965,0
867,94070,0
868,69198,0
869,33060,0
870,31230,0
871,79629,0
872,33681,0
873,15701,0
874,56704,0
875,113085,0
876,34351,0
877,34840,0
878,43453,0
879,110849,0
880,71762,0
881,47204,0
882,65517,0
883,48679,0
884,115920,0
885,79648,0
886,98659,0
887,61636,0
888,89646,0
889,36851,0
890,6580,0
891,1198,0
892,99434,0
893,60233,0
894,49147,0
895,37399,0
896,112115,0
897,110676,0
898,109189,0
899,44748,0
900,106692,0
901,13160,0
902,93842,0
903,72408,0
904,32045,0
905,95541,0
906,1552,0
907,44404,0
908,55290,0
909,69801,0
910,34489,0
911,55822,0
912,42837,0
913,72955,0
914,23733,0
915,22989,0
916,28084,0
917,87233,0
918,84963,0
919,32785,1
920,36998,0
921,108550,0
922,44269,0
923,27175,0
924,18940,0
925,19935,0
926,29491,0
927,73679,0
928,2272,0
929,71674,0
930,99008,0
931,98319,0
932,8909,0
933,31246,0
934,41658,0
935,107744,0
936,32084,0
937,49492,0
938,93342,0
939,71894,0
940,84589,0
941,96657,0
942,42006,0
943,9700,0
944,86984,0
945,12362,0
946,95494,0
947,95120,0
948,53458,0
949,8924,0
950,99217,0
951,34521,0
952,74144,0
953,46777,0
954,69868,0
955,17205,0
956,24442,0
957,89232,0
958,16474,0
959,43920,0
960,115424,0
961,38794,0
962,16202,0
963,67306,0
964,28911,0
965,106398,0
966,68600,0
967,87315,0
968,66643,0
969,111682,0
970,113848,0
971,81054,0
972,101585,0
973,528,0
974,88239,0
975,84846,0
976,21817,0
977,102885,0
978,84339,0
979,42582,0
980,49101,0
981,26160,0
982,70326,0
983,109786,1
984,70621,0
985,65633,0
986,87178,0
987,37751,0
988,50496,0
989,16377,0
990,25710,0
991,92650,0
992,36577,0
993,35231,0
994,58576,0
995,65985,0
996,13412,0
997,31406,0
998,111808,0
999,2142,0
1000,82713,0
1001,33026,0
1002,94870,0
1003,68386,0
1004,63232,1
1005,40166,0
1006,15734,0
1007,28999,0
1008,23587,0
1009,9506,0
1010,57890,0
1011,39906,0
1012,35452,0
1013,112293,0
1014,31948,0
1015,49635,0
1016,56165,1
1017,35612,0
1018,6694,0
1019,83812,0
1020,36439,0
1021,95417,0
1022,3503,0
1023,24759,0
1024,27571,0
1025,13977,0
1026,101146,0
1027,70141,0
1028,81366,0
1029,15275,0
1030,60748,0
1031,103338,0
1032,89369,0
1033,110700,0
1034,56564,0
1035,55356,0
1036,96382,0
1037,25997,0
1038,107404,0
1039,112689,0
1040,108199,0
1041,8302,0
1042,78320,0
1043,43238,0
1044,49376,0
1045,114020,1
1046,52053,0
1047,99857,0
1048,20345,0
1049,49755,0
1050,68341,0
1051,85015,0
1052,35535,0
1053,25615,0
1054,50617,0
1055,39772,0
1056,6870,0
1057,86906,0
1058,107572,1
1059,97252,0
1060,99452,0
1061,17697,0
1062,668,0
1063,62485,0
1064,15507,0
1065,43093,0
1066,73471,0
1067,99049,0
1068,29603,0
1069,33815,0
1070,98698,0
1071,24695,0
1072,103258,0
1073,83811,0
1074,86182,0
1075,48311,0
1076,115565,0
1077,79337,0
1078,60449,0
1079,258,0
1080,38847,0
1081,96133,0
1082,68029,0
1083,101972,0
1084,58784,0
1085,72609,0
1086,62757,0
1087,36830,0
1088,1359,0
1089,23581,0
1090,50991,0
1091,48407,0
1092,60910,0
1093,49894,0
1094,1202,0
1095,87657,0
1096,28177,0
1097,58350,0
1098,20948,0
1099,61024,0
1100,40103,0
1101,48052,0
1102,8425,0
1103,36626,0
1104,59312,0
1105,102118,0
1106,34881,0
1107,97852,0
1108,9009,0
1109,31128,0
1110,82533,0
1111,23922,0
1112,9411,0
1113,75593,0
1114,95836,0
1115,62311,0
1116,1793,0
1117,94039,0
1118,98103,0
1119,54741,0
1120,64612,0
1121,77391,0
1122,29366,0
1123,109418,0
1124,85898,0
1125,75889,0
1126,59538,0
1127,112135,0
1128,78024,0
1129,94406,0
1130,60948,0
1131,80952,0
1132,39811,0
1133,41923,0
1134,109389,0
1135,27764,0
1136,15605,0
1137,56712,0
1138,83187,0
1139,35692,0
1140,58200,0
1141,85871,0
1142,40295,0
1143,74932,0
1144,58354,0
1145,65258,0
1146,73396,0
1147,27033,0
1148,1326,0
1149,108810,0
1150,94871,0
1151,52994,0
1152,91786,0
1153,84275,0
1154,19720,0
1155,98276,0
1156,55648,0
1157,52332,0
1158,32575,0
1159,5039,0
1160,72098,0
1161,98019,0
1162,48453,0
1163,114473,0
1164,100979,0
1165,114204,0
1166,93462,0
1167,7405,0
1168,37784,0
1169,65406,0
1170,25205,0
1171,51404,0
1172,65692,0
1173,41329,0
1174,85606,0
1175,108155,0
1176,51220,0
1177,18965,0
1178,70103,0
1179,29091,0
1180,20279,0
1181,86100,0
1182,36155,0
1183,16069,0
1184,5413,0
1185,27092,0
1186,33406,0
1187,77031,0
1188,63543,0
1189,15893,0
1190,25966,0
1191,49312,0
1192,46775,0
1193,102844,0
1194,55559,0
1195,53824,0
1196,3547,0
1197,56902,0
1198,26253,0
1199,64191,0
1200,31445,0
1201,13818,0
1202,95700,0
1203,72287,0
1204,101387,0
1205,62461,0
1206,83729,0
1207,96544,0
1208,108606,0
1209,85477,0
1210,31266,0
1211,6715,0
1212,16296,0
1213,80033,0
1214,93588,0
1215,30104,0
1216,11143,0
1217,2452,1
1218,108607,0
1219,37411,0
1220,14587,0
1221,2552,0
1222,19849,0
1223,3105,0
1224,72991,0
1225,34703,0
1226,106837,0
1227,105813,0
1228,68391,0
1229,69749,0
1230,41085,0
1231,81616,0
1232,56977,0
1233,30601,0
1234,26455,0
1235,111673,0
1236,99043,0
1237,44911,0
1238,77983,0
1239,18163,0
1240,22595,0
1241,77408,0
1242,15525,0
1243,34902,0
1244,115837,0
1245,111042,0
1246,17985,0
1247,21976,0
1248,45362,0
1249,45283,0
1250,6663,0
1251,54207,0
1252,85290,0
1253,3580,0
1254,23109,0
1255,4875,0
1256,3048,0
1257,106738,0
1258,17722,0
1259,70869,0
1260,31538,0
1261,99291,0
1262,94592,0
1263,84047,0
1264,82868,0
1265,70588,0
1266,111488,0
1267,62365,0
1268,55626,0
1269,52062,0
1270,67619,0
1271,70250,0
1272,31249,0
1273,96083,0
1274,108367,0
1275,95632,0
1276,80578,0
1277,17307,0
1278,109208,0
1279,44100,0
1280,42813,0
1281,19996,0
1282,114309,0
1283,81422,0
1284,10993,0
1285,94470,0
1286,11902,0
1287,59357,0
1288,30257,0
1289,76836,0
1290,72927,0
1291,76793,0
1292,112099,0
1293,113051,0
1294,95391,0
1295,6209,0
1296,113805,0
1297,42200,0
1298,7953,0
1299,11694,0
1300,96709,1
1301,105432,0
1302,43766,0
1303,21741,0
1304,39594,0
1305,60326,0
1306,46915,0
1307,95843,0
1308,63188,0
1309,51140,0
1310,108345,0
1311,28324,0
1312,27657,0
1313,109705,0
1314,16750,0
1315,77526,0
1316,53504,0
1317,33664,0
1318,84615,0
1319,55573,0
1320,14049,0
1321,108875,0
1322,99881,0
1323,80559,0
1324,32887,0
1325,21746,0
1326,51795,0
1327,19597,0
1328,83904,0
1329,66227,0
1330,41709,0
1331,43372,0
1332,62708,0
1333,14125,0
1334,47223,0
1335,88650,0
1336,75016,0
1337,802,0
1338,7454,0
1339,37648,0
1340,93119,0
1341,12102,0
1342,36558,0
1343,113516,0
1344,115655,0
1345,96833,0
1346,111329,0
1347,321,0
1348,47297,0
1349,88227,0
1350,47763,0
1351,23708,0
1352,90315,0
1353,5163,0
1354,86524,0
1355,87859,0
1356,45658,0
1357,36249,0
1358,89707,0
1359,7654,0
1360,16208,0
1361,19387,0
1362,109446,0
1363,55904,0
1364,28397,0
1365,111717,0
1366,1410,0
1367,82981,0
1368,90055,0
1369,62955,0
1370,69322,0
1371,25090,0
1372,114629,0
1373,47654,0
1374,95944,0
1375,36495,0
1376,61853,0
1377,30456,0
1378,23063,0
1379,69271,0
1380,53330,0
1381,112706,0
1382,65955,0
1383,56897,0
1384,5053,0
1385,77984,0
1386,78431,0
1387,48442,0
1388,95530,0
1389,65355,0
1390,51117,0
1391,652,0
1392,54048,0
1393,89824,0
1394,66070,0
1395,30431,0
1396,5126,0
1397,101011,0
1398,7026,0
1399,58711,0
1400,32057,0
1401,13362,0
1402,109447,0
1403,68448,0
1404,105835,0
1405,46377,0
1406,87506,0
1407,22810,0
1408,3154,0
1409,72672,0
1410,109333,0
1411,97066,0
1412,2365,0
1413,68286,0
1414,98887,0
1415,84073,0
1416,30347,0
1417,42282,0
1418,76715,0
1419,92454,0
1420,6540,0
1421,92300,0
1422,87991,0
1423,39107,0
1424,61157,0
1425,36941,0
1426,59716,0
1427,78411,0
1428,41850,0
1429,62873,0
1430,11727,0
1431,71126,0
1432,30553,0
1433,2233,0
1434,88005,0
1435,30662,0
1436,82267,0
1437,36709,0
1438,51643,0
1439,99374,0
1440,42642,0
1441,110856,0
1442,36601,0
1443,114323,0
1444,46592,0
1445,33942,0
1446,112969,0
1447,83074,0
1448,111079,0
1449,3986,0
1450,26810,0
1451,25531,0
1452,23753,0
1453,81557,0
1454,63102,0
1455,58783,0
1456,102500,0
1457,56823,0
1458,40121,0
1459,2132,0
1460,89925,0
1461,98998,0
1462,38563,0
1463,90295,0
1464,61674,0
1465,85272,0
1466,94307,0
1467,70706,0
1468,35262,0
1469,59330,0
1470,95246,0
1471,36819,0
1472,56384,0
1473,60193,0
1474,100356,0
1475,57667,0
1476,91404,0
1477,113599,0
1478,66171,0
1479,89508,0
1480,2617,0
1481,88558,0
1482,76895,0
1483,54339,0
1484,91775,0
1485,86016,0
1486,25958,0
1487,58191,0
1488,29503,0
1489,89593,0
1490,4307,0
1491,37776,0
1492,30530,0
1493,12906,0
1494,62965,0
1495,9772,1
1496,96431,0
1497,24143,0
1498,36512,0
1499,8655,0
1500,80853,0
1501,18839,0
1502,102299,0
1503,5156,0
1504,21031,0
1505,104283,0
1506,112327,0
1507,61753,0
1508,12980,0
1509,14990,0
1510,99937,0
1511,1279,0
1512,89114,0
1513,63632,0
1514,9431,0
1515,100657,0
1516,97892,0
1517,88288,0
1518,102809,0
1519,109712,0
1520,44902,0
1521,63506,1
1522,110765,0
1523,69687,0
1524,15990,0
1525,39170,0
1526,109644,0
1527,93014,0
1528,17161,0
1529,48284,0
1530,4054,0
1531,102842,0
1532,111963,0
1533,13871,0
1534,23266,0
1535,91259,0
1536,8866,0
1537,18840,0
1538,53379,0
1539,20996,0
1540,17593,0
1541,38741,0
1542,90126,0
1543,4688,0
1544,115104,0
1545,92457,0
1546,71784,0
1547,95631,0
1548,49625,0
1549,67030,0
1550,52639,0
1551,37604,0
1552,27594,0
1553,114942,0
1554,56898,0
1555,102117,0
1556,47674,0
1557,53470,0
1558,12179,0
1559,25138,0
1560,10036,0
1561,33383,0
1562,31233,0
1563,32438,0
1564,35820,0
1565,28742,0
1566,38423,0
1567,37861,0
1568,2581,0
1569,23151,0
1570,48304,0
1571,16671,0
1572,101778,0
1573,40244,0
1574,71737,0
1575,105177,0
1576,56789,0
1577,3530,0
1578,47135,0
1579,41072,0
1580,12595,0
1581,82771,0
1582,4877,0
1583,56730,0
1584,91603,0
1585,96842,0
1586,6547,0
1587,100819,0
1588,23367,0
1589,102501,0
1590,86183,0
1591,101931,0
1592,105282,0
1593,53636,0
1594,629,0
1595,29731,0
1596,92005,0
1597,41939,0
1598,78080,0
1599,31418,0
1600,8763,0
1601,34403,0
1602,113690,0
1603,39818,0
1604,32767,0
1605,49074,0
1606,21873,0
1607,67991,0
1608,15154,0
1609,12995,0
1610,27493,0
1611,1473,0
1612,37623,0
1613,63047,1
1614,21602,0
1615,40286,0
1616,8352,0
1617,82190,0
1618,6295,0
1619,93476,0
1620,45720,0
1621,102093,0
1622,43325,0
1623,52303,0
1624,101941,0
1625,87602,0
1626,48698,0
1627,9757,0
1628,3550,0
1629,4370,0
1630,2738,0
1631,26693,0
1632,9085,0
1633,88730,0
1634,111700,0
1635,61597,0
1636,81467,0
1637,111121,0
1638,49520,0
1639,58872,0
1640,83776,0
1641,71346,0
1642,4990,0
1643,37880,0
1644,31711,0
1645,7727,0
1646,79332,0
1647,44208,0
1648,76447,0
1649,114279,0
1650,90450,0
1651,15078,0
1652,81825,0
1653,47143,0
1654,64652,0
1655,49396,0
1656,106058,0
1657,104061,0
1658,101032,0
1659,90161,0
1660,32103,0
1661,96297,0
1662,84763,0
1663,21164,0
1664,48255,0
1665,4599,0
1666,11947,0
1667,9460,0
1668,14069,0
1669,15170,0
1670,89550,0
1671,40032,1
1672,6876,0
1673,48920,1
1674,104704,0
1675,30250,0
1676,78795,0
1677,35793,0
1678,81487,0
1679,103647,0
1680,85537,0
1681,73323,0
1682,31618,0
1683,23526,0
1684,2592,0
1685,107916,0
1686,98848,0
1687,78522,0
1688,19117,0
1689,5884,0
1690,41241,0
1691,110212,0
1692,86554,0
1693,100770,0
1694,7702,0
1695,85551,0
1696,102184,0
1697,88907,0
1698,42931,0
1699,5572,0
1700,92393,0
1701,31021,0
1702,47227,0
1703,82589,0
1704,46675,0
1705,53275,0
1706,82877,0
1707,72253,0
1708,108697,0
1709,55758,0
1710,49873,0
1711,48150,0
1712,5068,0
1713,20641,0
1714,60726,0
1715,106841,0
1716,2084,0
1717,37370,0
1718,63237,0
1719,55471,0
1720,2471,0
1721,50930,0
1722,52795,0
1723,38984,0
1724,55978,0
1725,56082,0
1726,30299,0
1727,3022,0
1728,23852,0
1729,25375,0
1730,6809,0
1731,112688,0
1732,9432,0
1733,81110,0
1734,1328,0
1735,61126,0
1736,114121,0
1737,65608,0
1738,35183,0
1739,43608,0
1740,20896,0
1741,32012,0
1742,84623,0
1743,61860,0
1744,81164,0
1745,13899,0
1746,79460,0
1747,64692,0
1748,27130,0
1749,68287,0
1750,15606,0
1751,109149,0
1752,60674,0
1753,38778,0
1754,6777,0
1755,14499,0
1756,21512,0
1757,1651,0
1758,77683,0
1759,55954,0
1760,109449,0
1761,22111,0
1762,52228,0
1763,21896,0
1764,71056,0
1765,75548,0
1766,78033,1
1767,35064,0
1768,26243,0
1769,93366,0
1770,85412,0
1771,114120,0
1772,69096,0
1773,78485,0
1774,85951,0
1775,61543,0
1776,72453,0
1777,95005,0
1778,87453,0
1779,86857,0
1780,86012,0
1781,100882,0
1782,90253,0
1783,73257,0
1784,54225,0
1785,64881,0
1786,97947,0
1787,61910,0
1788,101213,0
1789,104755,0
1790,91917,0
1791,98897,0
1792,72697,0
1793,6735,0
1794,48836,0
1795,18829,0
1796,44701,0
1797,81839,0
1798,102023,0
1799,22919,0
1800,23139,0
1801,31927,0
1802,41266,0
1803,25341,0
1804,79444,0
1805,51874,0
1806,16417,0
1807,9716,0
1808,98219,0
1809,96829,0
1810,13522,0
1811,109859,0
1812,93249,0
1813,107007,0
1814,37270,0
1815,83091,0
1816,65875,0
1817,71323,0
1818,83072,0
1819,20567,0
1820,3707,0
1821,82365,0
1822,103619,0
1823,21125,0
1824,63471,0
1825,76042,0
1826,29168,0
1827,55519,0
1828,12656,0
1829,26246,0
1830,105980,0
1831,65796,0
1832,105151,0
1833,54012,0
1834,39341,0
1835,90269,0
1836,72822,0
1837,57255,0
1838,99605,0
1839,67463,0
1840,55823,0
1841,26557,0
1842,17837,0
1843,42638,0
1844,65581,0
1845,54742,0
1846,9746,0
1847,28469,0
1848,67789,0
1849,114123,0
1850,98932,0
1851,98631,0
1852,88589,0
1853,29128,0
1854,23162,0
1855,37863,0
1856,27190,0
1857,61650,0
1858,55473,0
1859,25164,0
1860,16956,0
1861,91594,0
1862,33388,0
1863,21731,0
1864,69707,0
1865,92861,0
1866,106616,0
1867,94306,0
1868,83394,0
1869,10316,0
1870,9977,0
1871,61284,0
1872,69768,0
1873,55202,0
